Order26	POAexemptCode	Description
59886	S72.465S	"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, sequela"
59891	S72.466D	"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with routine healing"
59892	S72.466E	"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
59893	S72.466F	"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
59894	S72.466G	"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with delayed healing"
59895	S72.466H	"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
59896	S72.466J	"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
59897	S72.466K	"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion"
59898	S72.466M	"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
59899	S72.466N	"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
59900	S72.466P	"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with malunion"
59901	S72.466Q	"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
59902	S72.466R	"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
59903	S72.466S	"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, sequela"
59907	S72.471D	"Torus fracture of lower end of right femur, subsequent encounter for fracture with routine healing"
59908	S72.471G	"Torus fracture of lower end of right femur, subsequent encounter for fracture with delayed healing"
59909	S72.471K	"Torus fracture of lower end of right femur, subsequent encounter for fracture with nonunion"
59910	S72.471P	"Torus fracture of lower end of right femur, subsequent encounter for fracture with malunion"
59911	S72.471S	"Torus fracture of lower end of right femur, sequela"
59914	S72.472D	"Torus fracture of lower end of left femur, subsequent encounter for fracture with routine healing"
59915	S72.472G	"Torus fracture of lower end of left femur, subsequent encounter for fracture with delayed healing"
59916	S72.472K	"Torus fracture of lower end of left femur, subsequent encounter for fracture with nonunion"
59917	S72.472P	"Torus fracture of lower end of left femur, subsequent encounter for fracture with malunion"
59918	S72.472S	"Torus fracture of lower end of left femur, sequela"
59921	S72.479D	"Torus fracture of lower end of unspecified femur, subsequent encounter for fracture with routine healing"
59922	S72.479G	"Torus fracture of lower end of unspecified femur, subsequent encounter for fracture with delayed healing"
59923	S72.479K	"Torus fracture of lower end of unspecified femur, subsequent encounter for fracture with nonunion"
59924	S72.479P	"Torus fracture of lower end of unspecified femur, subsequent encounter for fracture with malunion"
59925	S72.479S	"Torus fracture of lower end of unspecified femur, sequela"
59931	S72.491D	"Other fracture of lower end of right femur, subsequent encounter for closed fracture with routine healing"
59932	S72.491E	"Other fracture of lower end of right femur, subsequent encounter for open fracture type I or II with routine healing"
59933	S72.491F	"Other fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
59934	S72.491G	"Other fracture of lower end of right femur, subsequent encounter for closed fracture with delayed healing"
59935	S72.491H	"Other fracture of lower end of right femur, subsequent encounter for open fracture type I or II with delayed healing"
59936	S72.491J	"Other fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
59937	S72.491K	"Other fracture of lower end of right femur, subsequent encounter for closed fracture with nonunion"
59938	S72.491M	"Other fracture of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion"
59939	S72.491N	"Other fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
59940	S72.491P	"Other fracture of lower end of right femur, subsequent encounter for closed fracture with malunion"
59941	S72.491Q	"Other fracture of lower end of right femur, subsequent encounter for open fracture type I or II with malunion"
59942	S72.491R	"Other fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
59943	S72.491S	"Other fracture of lower end of right femur, sequela"
59948	S72.492D	"Other fracture of lower end of left femur, subsequent encounter for closed fracture with routine healing"
59949	S72.492E	"Other fracture of lower end of left femur, subsequent encounter for open fracture type I or II with routine healing"
59950	S72.492F	"Other fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
59951	S72.492G	"Other fracture of lower end of left femur, subsequent encounter for closed fracture with delayed healing"
59952	S72.492H	"Other fracture of lower end of left femur, subsequent encounter for open fracture type I or II with delayed healing"
59953	S72.492J	"Other fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
59954	S72.492K	"Other fracture of lower end of left femur, subsequent encounter for closed fracture with nonunion"
59955	S72.492M	"Other fracture of lower end of left femur, subsequent encounter for open fracture type I or II with nonunion"
59956	S72.492N	"Other fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
59957	S72.492P	"Other fracture of lower end of left femur, subsequent encounter for closed fracture with malunion"
59958	S72.492Q	"Other fracture of lower end of left femur, subsequent encounter for open fracture type I or II with malunion"
59959	S72.492R	"Other fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
59960	S72.492S	"Other fracture of lower end of left femur, sequela"
59965	S72.499D	"Other fracture of lower end of unspecified femur, subsequent encounter for closed fracture with routine healing"
59966	S72.499E	"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
59967	S72.499F	"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
59968	S72.499G	"Other fracture of lower end of unspecified femur, subsequent encounter for closed fracture with delayed healing"
59969	S72.499H	"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
59970	S72.499J	"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
59971	S72.499K	"Other fracture of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion"
59972	S72.499M	"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
59973	S72.499N	"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
59974	S72.499P	"Other fracture of lower end of unspecified femur, subsequent encounter for closed fracture with malunion"
59975	S72.499Q	"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
59976	S72.499R	"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
59977	S72.499S	"Other fracture of lower end of unspecified femur, sequela"
59984	S72.8X1D	"Other fracture of right femur, subsequent encounter for closed fracture with routine healing"
59985	S72.8X1E	"Other fracture of right femur, subsequent encounter for open fracture type I or II with routine healing"
59986	S72.8X1F	"Other fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
59987	S72.8X1G	"Other fracture of right femur, subsequent encounter for closed fracture with delayed healing"
59988	S72.8X1H	"Other fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing"
59989	S72.8X1J	"Other fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
59990	S72.8X1K	"Other fracture of right femur, subsequent encounter for closed fracture with nonunion"
59991	S72.8X1M	"Other fracture of right femur, subsequent encounter for open fracture type I or II with nonunion"
59992	S72.8X1N	"Other fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
59993	S72.8X1P	"Other fracture of right femur, subsequent encounter for closed fracture with malunion"
59994	S72.8X1Q	"Other fracture of right femur, subsequent encounter for open fracture type I or II with malunion"
59995	S72.8X1R	"Other fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
59996	S72.8X1S	"Other fracture of right femur, sequela"
60001	S72.8X2D	"Other fracture of left femur, subsequent encounter for closed fracture with routine healing"
60002	S72.8X2E	"Other fracture of left femur, subsequent encounter for open fracture type I or II with routine healing"
60003	S72.8X2F	"Other fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
60004	S72.8X2G	"Other fracture of left femur, subsequent encounter for closed fracture with delayed healing"
60005	S72.8X2H	"Other fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing"
60006	S72.8X2J	"Other fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
60007	S72.8X2K	"Other fracture of left femur, subsequent encounter for closed fracture with nonunion"
60008	S72.8X2M	"Other fracture of left femur, subsequent encounter for open fracture type I or II with nonunion"
60009	S72.8X2N	"Other fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
60010	S72.8X2P	"Other fracture of left femur, subsequent encounter for closed fracture with malunion"
60011	S72.8X2Q	"Other fracture of left femur, subsequent encounter for open fracture type I or II with malunion"
60012	S72.8X2R	"Other fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
60013	S72.8X2S	"Other fracture of left femur, sequela"
60018	S72.8X9D	"Other fracture of unspecified femur, subsequent encounter for closed fracture with routine healing"
60019	S72.8X9E	"Other fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
60020	S72.8X9F	"Other fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
60021	S72.8X9G	"Other fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing"
60022	S72.8X9H	"Other fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
60023	S72.8X9J	"Other fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
60024	S72.8X9K	"Other fracture of unspecified femur, subsequent encounter for closed fracture with nonunion"
60025	S72.8X9M	"Other fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
60026	S72.8X9N	"Other fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
60027	S72.8X9P	"Other fracture of unspecified femur, subsequent encounter for closed fracture with malunion"
60028	S72.8X9Q	"Other fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
60029	S72.8X9R	"Other fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
60030	S72.8X9S	"Other fracture of unspecified femur, sequela"
60036	S72.90XD	"Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with routine healing"
60037	S72.90XE	"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
60038	S72.90XF	"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
60039	S72.90XG	"Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing"
60040	S72.90XH	"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
60041	S72.90XJ	"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
60042	S72.90XK	"Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with nonunion"
60043	S72.90XM	"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
60044	S72.90XN	"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
60045	S72.90XP	"Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with malunion"
60046	S72.90XQ	"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
60047	S72.90XR	"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
60048	S72.90XS	"Unspecified fracture of unspecified femur, sequela"
60053	S72.91XD	"Unspecified fracture of right femur, subsequent encounter for closed fracture with routine healing"
60054	S72.91XE	"Unspecified fracture of right femur, subsequent encounter for open fracture type I or II with routine healing"
60055	S72.91XF	"Unspecified fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
60056	S72.91XG	"Unspecified fracture of right femur, subsequent encounter for closed fracture with delayed healing"
60057	S72.91XH	"Unspecified fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing"
60058	S72.91XJ	"Unspecified fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
60059	S72.91XK	"Unspecified fracture of right femur, subsequent encounter for closed fracture with nonunion"
60060	S72.91XM	"Unspecified fracture of right femur, subsequent encounter for open fracture type I or II with nonunion"
60061	S72.91XN	"Unspecified fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
60062	S72.91XP	"Unspecified fracture of right femur, subsequent encounter for closed fracture with malunion"
60063	S72.91XQ	"Unspecified fracture of right femur, subsequent encounter for open fracture type I or II with malunion"
60064	S72.91XR	"Unspecified fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
60065	S72.91XS	"Unspecified fracture of right femur, sequela"
60070	S72.92XD	"Unspecified fracture of left femur, subsequent encounter for closed fracture with routine healing"
60071	S72.92XE	"Unspecified fracture of left femur, subsequent encounter for open fracture type I or II with routine healing"
60072	S72.92XF	"Unspecified fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
60073	S72.92XG	"Unspecified fracture of left femur, subsequent encounter for closed fracture with delayed healing"
60074	S72.92XH	"Unspecified fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing"
60075	S72.92XJ	"Unspecified fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
60076	S72.92XK	"Unspecified fracture of left femur, subsequent encounter for closed fracture with nonunion"
60077	S72.92XM	"Unspecified fracture of left femur, subsequent encounter for open fracture type I or II with nonunion"
60078	S72.92XN	"Unspecified fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
60079	S72.92XP	"Unspecified fracture of left femur, subsequent encounter for closed fracture with malunion"
60080	S72.92XQ	"Unspecified fracture of left femur, subsequent encounter for open fracture type I or II with malunion"
60081	S72.92XR	"Unspecified fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
60082	S72.92XS	"Unspecified fracture of left femur, sequela"
60088	S73.001D	"Unspecified subluxation of right hip, subsequent encounter"
60089	S73.001S	"Unspecified subluxation of right hip, sequela"
60092	S73.002D	"Unspecified subluxation of left hip, subsequent encounter"
60093	S73.002S	"Unspecified subluxation of left hip, sequela"
60096	S73.003D	"Unspecified subluxation of unspecified hip, subsequent encounter"
60097	S73.003S	"Unspecified subluxation of unspecified hip, sequela"
60100	S73.004D	"Unspecified dislocation of right hip, subsequent encounter"
60101	S73.004S	"Unspecified dislocation of right hip, sequela"
60104	S73.005D	"Unspecified dislocation of left hip, subsequent encounter"
60105	S73.005S	"Unspecified dislocation of left hip, sequela"
60108	S73.006D	"Unspecified dislocation of unspecified hip, subsequent encounter"
60109	S73.006S	"Unspecified dislocation of unspecified hip, sequela"
60113	S73.011D	"Posterior subluxation of right hip, subsequent encounter"
60114	S73.011S	"Posterior subluxation of right hip, sequela"
60117	S73.012D	"Posterior subluxation of left hip, subsequent encounter"
60118	S73.012S	"Posterior subluxation of left hip, sequela"
60121	S73.013D	"Posterior subluxation of unspecified hip, subsequent encounter"
60122	S73.013S	"Posterior subluxation of unspecified hip, sequela"
60125	S73.014D	"Posterior dislocation of right hip, subsequent encounter"
60126	S73.014S	"Posterior dislocation of right hip, sequela"
60129	S73.015D	"Posterior dislocation of left hip, subsequent encounter"
60130	S73.015S	"Posterior dislocation of left hip, sequela"
60133	S73.016D	"Posterior dislocation of unspecified hip, subsequent encounter"
60134	S73.016S	"Posterior dislocation of unspecified hip, sequela"
60138	S73.021D	"Obturator subluxation of right hip, subsequent encounter"
60139	S73.021S	"Obturator subluxation of right hip, sequela"
60142	S73.022D	"Obturator subluxation of left hip, subsequent encounter"
60143	S73.022S	"Obturator subluxation of left hip, sequela"
60146	S73.023D	"Obturator subluxation of unspecified hip, subsequent encounter"
60147	S73.023S	"Obturator subluxation of unspecified hip, sequela"
60150	S73.024D	"Obturator dislocation of right hip, subsequent encounter"
60151	S73.024S	"Obturator dislocation of right hip, sequela"
60154	S73.025D	"Obturator dislocation of left hip, subsequent encounter"
60155	S73.025S	"Obturator dislocation of left hip, sequela"
60158	S73.026D	"Obturator dislocation of unspecified hip, subsequent encounter"
60159	S73.026S	"Obturator dislocation of unspecified hip, sequela"
60163	S73.031D	"Other anterior subluxation of right hip, subsequent encounter"
60164	S73.031S	"Other anterior subluxation of right hip, sequela"
60167	S73.032D	"Other anterior subluxation of left hip, subsequent encounter"
60168	S73.032S	"Other anterior subluxation of left hip, sequela"
60171	S73.033D	"Other anterior subluxation of unspecified hip, subsequent encounter"
60172	S73.033S	"Other anterior subluxation of unspecified hip, sequela"
60175	S73.034D	"Other anterior dislocation of right hip, subsequent encounter"
60176	S73.034S	"Other anterior dislocation of right hip, sequela"
60179	S73.035D	"Other anterior dislocation of left hip, subsequent encounter"
60180	S73.035S	"Other anterior dislocation of left hip, sequela"
60183	S73.036D	"Other anterior dislocation of unspecified hip, subsequent encounter"
60184	S73.036S	"Other anterior dislocation of unspecified hip, sequela"
60188	S73.041D	"Central subluxation of right hip, subsequent encounter"
60189	S73.041S	"Central subluxation of right hip, sequela"
60192	S73.042D	"Central subluxation of left hip, subsequent encounter"
60193	S73.042S	"Central subluxation of left hip, sequela"
60196	S73.043D	"Central subluxation of unspecified hip, subsequent encounter"
60197	S73.043S	"Central subluxation of unspecified hip, sequela"
60200	S73.044D	"Central dislocation of right hip, subsequent encounter"
60201	S73.044S	"Central dislocation of right hip, sequela"
60204	S73.045D	"Central dislocation of left hip, subsequent encounter"
60205	S73.045S	"Central dislocation of left hip, sequela"
60208	S73.046D	"Central dislocation of unspecified hip, subsequent encounter"
60209	S73.046S	"Central dislocation of unspecified hip, sequela"
60214	S73.101D	"Unspecified sprain of right hip, subsequent encounter"
60215	S73.101S	"Unspecified sprain of right hip, sequela"
60218	S73.102D	"Unspecified sprain of left hip, subsequent encounter"
60219	S73.102S	"Unspecified sprain of left hip, sequela"
60222	S73.109D	"Unspecified sprain of unspecified hip, subsequent encounter"
60223	S73.109S	"Unspecified sprain of unspecified hip, sequela"
60227	S73.111D	"Iliofemoral ligament sprain of right hip, subsequent encounter"
60228	S73.111S	"Iliofemoral ligament sprain of right hip, sequela"
60231	S73.112D	"Iliofemoral ligament sprain of left hip, subsequent encounter"
60232	S73.112S	"Iliofemoral ligament sprain of left hip, sequela"
60235	S73.119D	"Iliofemoral ligament sprain of unspecified hip, subsequent encounter"
60236	S73.119S	"Iliofemoral ligament sprain of unspecified hip, sequela"
60240	S73.121D	"Ischiocapsular ligament sprain of right hip, subsequent encounter"
60241	S73.121S	"Ischiocapsular ligament sprain of right hip, sequela"
60244	S73.122D	"Ischiocapsular ligament sprain of left hip, subsequent encounter"
60245	S73.122S	"Ischiocapsular ligament sprain of left hip, sequela"
60248	S73.129D	"Ischiocapsular ligament sprain of unspecified hip, subsequent encounter"
60249	S73.129S	"Ischiocapsular ligament sprain of unspecified hip, sequela"
60253	S73.191D	"Other sprain of right hip, subsequent encounter"
60254	S73.191S	"Other sprain of right hip, sequela"
60257	S73.192D	"Other sprain of left hip, subsequent encounter"
60258	S73.192S	"Other sprain of left hip, sequela"
60261	S73.199D	"Other sprain of unspecified hip, subsequent encounter"
60262	S73.199S	"Other sprain of unspecified hip, sequela"
60267	S74.00XD	"Injury of sciatic nerve at hip and thigh level, unspecified leg, subsequent encounter"
60268	S74.00XS	"Injury of sciatic nerve at hip and thigh level, unspecified leg, sequela"
60271	S74.01XD	"Injury of sciatic nerve at hip and thigh level, right leg, subsequent encounter"
60272	S74.01XS	"Injury of sciatic nerve at hip and thigh level, right leg, sequela"
60275	S74.02XD	"Injury of sciatic nerve at hip and thigh level, left leg, subsequent encounter"
60276	S74.02XS	"Injury of sciatic nerve at hip and thigh level, left leg, sequela"
60280	S74.10XD	"Injury of femoral nerve at hip and thigh level, unspecified leg, subsequent encounter"
60281	S74.10XS	"Injury of femoral nerve at hip and thigh level, unspecified leg, sequela"
60284	S74.11XD	"Injury of femoral nerve at hip and thigh level, right leg, subsequent encounter"
60285	S74.11XS	"Injury of femoral nerve at hip and thigh level, right leg, sequela"
60288	S74.12XD	"Injury of femoral nerve at hip and thigh level, left leg, subsequent encounter"
60289	S74.12XS	"Injury of femoral nerve at hip and thigh level, left leg, sequela"
60293	S74.20XD	"Injury of cutaneous sensory nerve at hip and thigh level, unspecified leg, subsequent encounter"
60294	S74.20XS	"Injury of cutaneous sensory nerve at hip and thigh level, unspecified leg, sequela"
60297	S74.21XD	"Injury of cutaneous sensory nerve at hip and thigh level, right leg, subsequent encounter"
60298	S74.21XS	"Injury of cutaneous sensory nerve at hip and thigh level, right leg, sequela"
60301	S74.22XD	"Injury of cutaneous sensory nerve at hip and thigh level, left leg, subsequent encounter"
60302	S74.22XS	"Injury of cutaneous sensory nerve at hip and thigh level, left leg, sequela"
60307	S74.8X1D	"Injury of other nerves at hip and thigh level, right leg, subsequent encounter"
60308	S74.8X1S	"Injury of other nerves at hip and thigh level, right leg, sequela"
60311	S74.8X2D	"Injury of other nerves at hip and thigh level, left leg, subsequent encounter"
60312	S74.8X2S	"Injury of other nerves at hip and thigh level, left leg, sequela"
60315	S74.8X9D	"Injury of other nerves at hip and thigh level, unspecified leg, subsequent encounter"
60316	S74.8X9S	"Injury of other nerves at hip and thigh level, unspecified leg, sequela"
60320	S74.90XD	"Injury of unspecified nerve at hip and thigh level, unspecified leg, subsequent encounter"
60321	S74.90XS	"Injury of unspecified nerve at hip and thigh level, unspecified leg, sequela"
60324	S74.91XD	"Injury of unspecified nerve at hip and thigh level, right leg, subsequent encounter"
60325	S74.91XS	"Injury of unspecified nerve at hip and thigh level, right leg, sequela"
60328	S74.92XD	"Injury of unspecified nerve at hip and thigh level, left leg, subsequent encounter"
60329	S74.92XS	"Injury of unspecified nerve at hip and thigh level, left leg, sequela"
60335	S75.001D	"Unspecified injury of femoral artery, right leg, subsequent encounter"
60336	S75.001S	"Unspecified injury of femoral artery, right leg, sequela"
60339	S75.002D	"Unspecified injury of femoral artery, left leg, subsequent encounter"
60340	S75.002S	"Unspecified injury of femoral artery, left leg, sequela"
60343	S75.009D	"Unspecified injury of femoral artery, unspecified leg, subsequent encounter"
60344	S75.009S	"Unspecified injury of femoral artery, unspecified leg, sequela"
60348	S75.011D	"Minor laceration of femoral artery, right leg, subsequent encounter"
60349	S75.011S	"Minor laceration of femoral artery, right leg, sequela"
60352	S75.012D	"Minor laceration of femoral artery, left leg, subsequent encounter"
60353	S75.012S	"Minor laceration of femoral artery, left leg, sequela"
60356	S75.019D	"Minor laceration of femoral artery, unspecified leg, subsequent encounter"
60357	S75.019S	"Minor laceration of femoral artery, unspecified leg, sequela"
60361	S75.021D	"Major laceration of femoral artery, right leg, subsequent encounter"
60362	S75.021S	"Major laceration of femoral artery, right leg, sequela"
60365	S75.022D	"Major laceration of femoral artery, left leg, subsequent encounter"
60366	S75.022S	"Major laceration of femoral artery, left leg, sequela"
60369	S75.029D	"Major laceration of femoral artery, unspecified leg, subsequent encounter"
60370	S75.029S	"Major laceration of femoral artery, unspecified leg, sequela"
60374	S75.091D	"Other specified injury of femoral artery, right leg, subsequent encounter"
60375	S75.091S	"Other specified injury of femoral artery, right leg, sequela"
60378	S75.092D	"Other specified injury of femoral artery, left leg, subsequent encounter"
60379	S75.092S	"Other specified injury of femoral artery, left leg, sequela"
60382	S75.099D	"Other specified injury of femoral artery, unspecified leg, subsequent encounter"
60383	S75.099S	"Other specified injury of femoral artery, unspecified leg, sequela"
60388	S75.101D	"Unspecified injury of femoral vein at hip and thigh level, right leg, subsequent encounter"
60389	S75.101S	"Unspecified injury of femoral vein at hip and thigh level, right leg, sequela"
60392	S75.102D	"Unspecified injury of femoral vein at hip and thigh level, left leg, subsequent encounter"
60393	S75.102S	"Unspecified injury of femoral vein at hip and thigh level, left leg, sequela"
60396	S75.109D	"Unspecified injury of femoral vein at hip and thigh level, unspecified leg, subsequent encounter"
60397	S75.109S	"Unspecified injury of femoral vein at hip and thigh level, unspecified leg, sequela"
60401	S75.111D	"Minor laceration of femoral vein at hip and thigh level, right leg, subsequent encounter"
60402	S75.111S	"Minor laceration of femoral vein at hip and thigh level, right leg, sequela"
60405	S75.112D	"Minor laceration of femoral vein at hip and thigh level, left leg, subsequent encounter"
60406	S75.112S	"Minor laceration of femoral vein at hip and thigh level, left leg, sequela"
60409	S75.119D	"Minor laceration of femoral vein at hip and thigh level, unspecified leg, subsequent encounter"
60410	S75.119S	"Minor laceration of femoral vein at hip and thigh level, unspecified leg, sequela"
60414	S75.121D	"Major laceration of femoral vein at hip and thigh level, right leg, subsequent encounter"
60415	S75.121S	"Major laceration of femoral vein at hip and thigh level, right leg, sequela"
60418	S75.122D	"Major laceration of femoral vein at hip and thigh level, left leg, subsequent encounter"
60419	S75.122S	"Major laceration of femoral vein at hip and thigh level, left leg, sequela"
60422	S75.129D	"Major laceration of femoral vein at hip and thigh level, unspecified leg, subsequent encounter"
60423	S75.129S	"Major laceration of femoral vein at hip and thigh level, unspecified leg, sequela"
60427	S75.191D	"Other specified injury of femoral vein at hip and thigh level, right leg, subsequent encounter"
60428	S75.191S	"Other specified injury of femoral vein at hip and thigh level, right leg, sequela"
60431	S75.192D	"Other specified injury of femoral vein at hip and thigh level, left leg, subsequent encounter"
60432	S75.192S	"Other specified injury of femoral vein at hip and thigh level, left leg, sequela"
60435	S75.199D	"Other specified injury of femoral vein at hip and thigh level, unspecified leg, subsequent encounter"
60436	S75.199S	"Other specified injury of femoral vein at hip and thigh level, unspecified leg, sequela"
60441	S75.201D	"Unspecified injury of greater saphenous vein at hip and thigh level, right leg, subsequent encounter"
60442	S75.201S	"Unspecified injury of greater saphenous vein at hip and thigh level, right leg, sequela"
60445	S75.202D	"Unspecified injury of greater saphenous vein at hip and thigh level, left leg, subsequent encounter"
60446	S75.202S	"Unspecified injury of greater saphenous vein at hip and thigh level, left leg, sequela"
60449	S75.209D	"Unspecified injury of greater saphenous vein at hip and thigh level, unspecified leg, subsequent encounter"
60450	S75.209S	"Unspecified injury of greater saphenous vein at hip and thigh level, unspecified leg, sequela"
60454	S75.211D	"Minor laceration of greater saphenous vein at hip and thigh level, right leg, subsequent encounter"
60455	S75.211S	"Minor laceration of greater saphenous vein at hip and thigh level, right leg, sequela"
60458	S75.212D	"Minor laceration of greater saphenous vein at hip and thigh level, left leg, subsequent encounter"
60459	S75.212S	"Minor laceration of greater saphenous vein at hip and thigh level, left leg, sequela"
60462	S75.219D	"Minor laceration of greater saphenous vein at hip and thigh level, unspecified leg, subsequent encounter"
60463	S75.219S	"Minor laceration of greater saphenous vein at hip and thigh level, unspecified leg, sequela"
60467	S75.221D	"Major laceration of greater saphenous vein at hip and thigh level, right leg, subsequent encounter"
60468	S75.221S	"Major laceration of greater saphenous vein at hip and thigh level, right leg, sequela"
60471	S75.222D	"Major laceration of greater saphenous vein at hip and thigh level, left leg, subsequent encounter"
60472	S75.222S	"Major laceration of greater saphenous vein at hip and thigh level, left leg, sequela"
60475	S75.229D	"Major laceration of greater saphenous vein at hip and thigh level, unspecified leg, subsequent encounter"
60476	S75.229S	"Major laceration of greater saphenous vein at hip and thigh level, unspecified leg, sequela"
60480	S75.291D	"Other specified injury of greater saphenous vein at hip and thigh level, right leg, subsequent encounter"
